"","document","topic","gamma","author","date","title","source","top_words"
"889","Donald Trump_164",6,6.77638016998242e-05,"Donald Trump",2016-11-01,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Eau Claire Wisconsin","The Grammar Lab","small business ask pay economy grow worker"
"890","Donald Trump_165",6,0.000127865952908684,"Donald Trump",2016-11-01,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Valley Forge Pennsylvania","The Grammar Lab","small business ask pay economy grow worker"
"891","Donald Trump_166",6,6.19689864051469e-05,"Donald Trump",2016-11-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Miami Florida SD24","The Grammar Lab","small business ask pay economy grow worker"
"892","Donald Trump_167",6,6.06831389198431e-05,"Donald Trump",2016-11-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Pensacola Florida 24","The Grammar Lab","small business ask pay economy grow worker"
"893","Donald Trump_168",6,8.99446642497428e-05,"Donald Trump",2016-11-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Orlando Florida SD24","The Grammar Lab","small business ask pay economy grow worker"
"894","Donald Trump_169",6,5.62248413498394e-05,"Donald Trump",2016-11-03,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Jacksonville Florida SD24","The Grammar Lab","small business ask pay economy grow worker"
"895","Donald Trump_170",6,6.10450463090539e-05,"Donald Trump",2016-11-03,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Concord North Carolina SD24","The Grammar Lab","small business ask pay economy grow worker"
"896","Donald Trump_171",6,6.2157140819416e-05,"Donald Trump",2016-11-04,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Atkinson New Hampshire SD24","The Grammar Lab","small business ask pay economy grow worker"
"897","Donald Trump_172",6,0.0229386345090344,"Donald Trump",2016-11-04,"Donald Trump Republican Presidential Candidate deliver remarks at a campaign event in Hershey Pennsylvania 24","The Grammar Lab","small business ask pay economy grow worker"
"898","Donald Trump_173",6,4.97665639109356e-05,"Donald Trump",2016-11-04,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Wilmington Ohio SD24","The Grammar Lab","small business ask pay economy grow worker"
"899","Donald Trump_174",6,5.24774963065154e-05,"Donald Trump",2016-11-05,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Tampa Florida SD24","The Grammar Lab","small business ask pay economy grow worker"
"900","Donald Trump_175",6,6.64441636107176e-05,"Donald Trump",2016-11-05,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Reno Nevada 24","The Grammar Lab","small business ask pay economy grow worker"
"901","Donald Trump_176",6,7.68591272320188e-05,"Donald Trump",2016-11-06,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Sioux City Iowa SD24","The Grammar Lab","small business ask pay economy grow worker"
"902","Donald Trump_177",6,6.2109995180761e-05,"Donald Trump",2016-11-07,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Sarasota Florida","The Grammar Lab","small business ask pay economy grow worker"
"903","Donald Trump_178",6,5.77718696814933e-05,"Donald Trump",2016-11-07,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Raleigh North Carolina SD24","The Grammar Lab","small business ask pay economy grow worker"
"904","Donald Trump_179",6,0.00116531460206765,"Donald Trump",2016-11-07,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Scranton Pennsylvania","The Grammar Lab","small business ask pay economy grow worker"
"905","Donald Trump_180",6,0.0009912766151442,"Donald Trump",2016-11-07,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Manchester New Hampshire 24","The Grammar Lab","small business ask pay economy grow worker"
"906","Donald Trump_58",6,9.2275868802248e-05,"Donald Trump",2016-07-11,"Remarks in Virginia Beach, Virginia","UCSB","small business ask pay economy grow worker"
"907","Donald Trump_59",6,9.36477542871898e-05,"Donald Trump",2016-07-16,"Remarks Introducing Governor Mike Pence as the 2016 Republican Vice Presidential Nominee in New York City","UCSB","small business ask pay economy grow worker"
"908","Donald Trump_60",6,5.13906695511808e-05,"Donald Trump",2016-07-21,"Address Accepting the Presidential Nomination at the Republican National Convention in Cleveland, Ohio","UCSB","small business ask pay economy grow worker"
"909","Donald Trump_61",6,5.68493852815454e-05,"Donald Trump",2016-08-09,"Remarks at a Rally at the University of North Carolina in Wilmington","UCSB","small business ask pay economy grow worker"
"910","Donald Trump_62",6,0.000108256866522875,"Donald Trump",2016-08-23,"Remarks at Luedecke Arena in Austin, Texas","UCSB","small business ask pay economy grow worker"
"911","Donald Trump_63",6,0.0032458114716272,"Donald Trump",2016-08-30,"Remarks at the XFinity Arena in Everett, Washington","UCSB","small business ask pay economy grow worker"
"912","Donald Trump_64",6,0.000221669458668179,"Donald Trump",2016-09-03,"Remarks at Great Faith International Ministries in Detroit, Michigan","UCSB","small business ask pay economy grow worker"
"913","Donald Trump_65",6,0.000115104646876088,"Donald Trump",2016-09-06,"Remarks at a Rally at the Greenville Convention Center in Greenville, North Carolina","UCSB","small business ask pay economy grow worker"
"914","Donald Trump_66",6,5.97968700725168e-05,"Donald Trump",2016-09-09,"Remarks to the 11th Annual Values Voter Summit in Washington, DC Omni Shoreham Hotel, Washington, D.C.","UCSB","small business ask pay economy grow worker"
"915","Donald Trump_67",6,0.000101797040236099,"Donald Trump",2016-09-09,"Remarks at a Rally at the Pensacola Bay Center in Pensacola, Florida","UCSB","small business ask pay economy grow worker"
"916","Donald Trump_68",6,0.000145083691402217,"Donald Trump",2016-09-12,"Remarks at the US Cellular Center in Asheville, North Carolina","UCSB","small business ask pay economy grow worker"
"917","Donald Trump_69",6,0.00012513046368796,"Donald Trump",2016-09-13,"Remarks at Seven Flags Event Center in Des Moines, Iowa","UCSB","small business ask pay economy grow worker"
"918","Donald Trump_70",6,0.000149316567698216,"Donald Trump",2016-09-14,"Remarks at a Rally at Canton Memorial Civic Center in Canton, Ohio","UCSB","small business ask pay economy grow worker"
"919","Donald Trump_71",6,7.48909163743826e-05,"Donald Trump",2016-09-15,"Remarks to the Economic Club of New York at the Waldorf Astoria in New York City","UCSB","small business ask pay economy grow worker"
"920","Donald Trump_72",6,0.000151247122606526,"Donald Trump",2016-09-16,"Remarks at a Rally at the James L. Knight Center in Miami, Florida","UCSB","small business ask pay economy grow worker"
"921","Donald Trump_73",6,0.000132844453778442,"Donald Trump",2016-09-20,"Remarks at High Point University in High Point, North Carolina","UCSB","small business ask pay economy grow worker"
"922","Donald Trump_74",6,0.0122589983380187,"Donald Trump",2016-09-22,"Remarks at a Rally at Sun Center Studios in Chester Township, Pennsylvania","UCSB","small business ask pay economy grow worker"
"923","Donald Trump_75",6,0.0149638113125578,"Donald Trump",2016-09-22,"Remarks at the Shale Insight TM Conferencee at the David L. Lawrence Convention Center in Pittsburgh, Pennsylvania","UCSB","small business ask pay economy grow worker"
"924","Donald Trump_76",6,0.000109414064294429,"Donald Trump",2016-09-30,"Remarks at the Suburban Collection Showplace in Novi, Michigan","UCSB","small business ask pay economy grow worker"
"925","Donald Trump_77",6,0.000200993723887535,"Donald Trump",2016-10-03,"Remarks at the Budweiser Events Center in Loveland, Colorado","UCSB","small business ask pay economy grow worker"
"926","Donald Trump_78",6,9.27987333479394e-05,"Donald Trump",2016-10-04,"Remarks at Prescott Valley Event Center in Prescott Valley, Arizona","UCSB","small business ask pay economy grow worker"
"927","Donald Trump_79",6,0.0124642177562932,"Donald Trump",2016-10-05,"Remarks at the Reno-Sparks Convention Center in Reno, Nevada","UCSB","small business ask pay economy grow worker"
"928","Donald Trump_80",6,0.000235706964686581,"Donald Trump",2016-10-11,"Excerpts of Remarks at Aaron Bessant Park in Panama City, Florida","UCSB","small business ask pay economy grow worker"
"929","Donald Trump_81",6,4.29081703960276e-05,"Donald Trump",2016-10-12,"Remarks at the Southeastern Livestock Pavilion in Ocala, Florida","UCSB","small business ask pay economy grow worker"
"930","Donald Trump_82",6,0.000146642593998447,"Donald Trump",2016-10-13,"Remarks at the Renaissance Hotel in Columbus, Ohio","UCSB","small business ask pay economy grow worker"
"931","Donald Trump_83",6,0.000117922560504902,"Donald Trump",2016-10-15,"Remarks at the Cross Insurance Center in Bangor, Maine","UCSB","small business ask pay economy grow worker"
"932","Donald Trump_84",6,0.000142557891975482,"Donald Trump",2016-10-15,"Remarks at Toyota of Portsmouth in Portsmouth, New Hampshire","UCSB","small business ask pay economy grow worker"
"933","Donald Trump_85",6,0.000115755500736028,"Donald Trump",2016-10-17,"Remarks at the KI Convention Center in Green Bay, Wisconsin","UCSB","small business ask pay economy grow worker"
"934","Donald Trump_86",6,6.54353478604899e-05,"Donald Trump",2016-10-18,"Remarks at the Norris-Penrose Event Center in Colorado Springs, Colorado","UCSB","small business ask pay economy grow worker"
"935","Donald Trump_87",6,0.000127467868985118,"Donald Trump",2016-10-20,"Remarks at the Delaware County Fairgrounds in Delaware, Ohio","UCSB","small business ask pay economy grow worker"
"936","Donald Trump_88",6,0.000146119250822599,"Donald Trump",2016-10-21,"Remarks at the WNC Agricultural Center's Davis Event Center in Fletcher, North Carolina","UCSB","small business ask pay economy grow worker"
"937","Donald Trump_89",6,0.00014011853228522,"Donald Trump",2016-10-21,"Remarks at the Newtown Athletic Club Sports Training Center in Newtown, Pennsylvania","UCSB","small business ask pay economy grow worker"
"938","Donald Trump_90",6,6.08183502002904e-05,"Donald Trump",2016-10-22,"Remarks on Proposals for the First 100 Days in Office at the Eisenhower Complex in Gettysburg, Pennsylvania","UCSB","small business ask pay economy grow worker"
"939","Donald Trump_91",6,0.00654770662303938,"Donald Trump",2016-10-23,"Remarks at the Collier County Fairgrounds in Naples, Florida","UCSB","small business ask pay economy grow worker"
"940","Donald Trump_92",6,0.00366713531831324,"Donald Trump",2016-10-26,"Remarks at McGlohon Theatre at Spirit Square in Charlotte, North Carolina","UCSB","small business ask pay economy grow worker"
"941","Donald Trump_93",6,0.000303949965394094,"Donald Trump",2016-10-29,"Remarks at the Jeffco Fairgrounds Event Center in Golden, Colorado","UCSB","small business ask pay economy grow worker"
"942","Donald Trump_94",6,0.00145530810021727,"Donald Trump",2016-10-29,"Remarks at the Phoenix Convention Center in Phoenix, Arizona","UCSB","small business ask pay economy grow worker"
"943","Donald Trump_95",6,0.000106151813078652,"Donald Trump",2016-10-31,"Remarks at Macomb Community College South Campus in Warren, Michigan","UCSB","small business ask pay economy grow worker"
"944","Donald Trump_96",6,0.00330244777996485,"Donald Trump",2016-11-01,"Remarks on Obamacare in Valley Forge, Pennsylvania","UCSB","small business ask pay economy grow worker"
"945","Donald Trump_97",6,9.16561566191841e-05,"Donald Trump",2016-11-02,"Remarks at the Central Florida Fairgrounds in Orlando, Florida","UCSB","small business ask pay economy grow worker"
"946","Donald Trump_98",6,6.29213246913245e-05,"Donald Trump",2016-11-02,"Remarks at the Bayfront Park Amphitheater in Miami, Florida","UCSB","small business ask pay economy grow worker"
"947","Donald Trump_99",6,5.81410433797857e-05,"Donald Trump",2016-11-07,"Remarks at J.S Dorton Arena in Raleigh, North Carolina","UCSB","small business ask pay economy grow worker"
"948","Hillary Clinton_1",6,8.45576829129755e-05,"Hillary Clinton",2016-11-03,"Remarks alongside Alicia Machado in Dade City, FL","Clinton Official","small business ask pay economy grow worker"
"949","Hillary Clinton_10",6,0.470999198448004,"Hillary Clinton",2016-07-30,"Remarks on building a 21st century economy in Pittsburgh, Pennsylvania","Clinton Official","small business ask pay economy grow worker"
"950","Hillary Clinton_101",6,0.415171822852472,"Hillary Clinton",2016-08-01,"Hillary Clinton D Presidential Candidate Remarks at Rally in Omaha NE","The Grammar Lab","small business ask pay economy grow worker"
"951","Hillary Clinton_102",6,5.05655790122496e-05,"Hillary Clinton",2016-08-05,"Hillary Clinton delivers remarks at the National Association of Black Journalists and the National Association of Hispanic Journalists joint convention SD","The Grammar Lab","small business ask pay economy grow worker"
"952","Hillary Clinton_103",6,0.273940775451399,"Hillary Clinton",2016-08-10,"Hillary Clinton holds a campaign rally in Des Moines Iowa SD","The Grammar Lab","small business ask pay economy grow worker"
"953","Hillary Clinton_104",6,0.235017815190352,"Hillary Clinton",2016-08-15,"Hillary Clinton Democratic Presidential Candidate delivers remarks with Vice President Joe Biden in Scranton Pennsylvania SD","The Grammar Lab","small business ask pay economy grow worker"
"954","Hillary Clinton_105",6,0.228243768913147,"Hillary Clinton",2016-08-16,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Philadelphia PA SD","The Grammar Lab","small business ask pay economy grow worker"
"955","Hillary Clinton_106",6,0.270067256367725,"Hillary Clinton",2016-08-17,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Cleveland Ohio SD","The Grammar Lab","small business ask pay economy grow worker"
"956","Hillary Clinton_107",6,0.435033053425221,"Hillary Clinton",2016-09-05,"Hillary Rodham Clinton Democratic Presidential Candidate And Sen Tim Kaine Vice Presidential Candidate Deliver Remarks","The Grammar Lab","small business ask pay economy grow worker"
"957","Hillary Clinton_108",6,0.41352016612348,"Hillary Clinton",2016-09-05,"Former Secretary Of State Hillary Rodham Clinton Democratic Presidential Candidate Delivers Remarks At The 49th Annual Salute To Labor","The Grammar Lab","small business ask pay economy grow worker"
"958","Hillary Clinton_109",6,0.0783968205764581,"Hillary Clinton",2016-09-06,"former Secretary of State Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event","The Grammar Lab","small business ask pay economy grow worker"
"959","Hillary Clinton_11",6,0.625612380344677,"Hillary Clinton",2016-07-30,"Remarks contrasting 100 day jobs plan with Trump’s record of outsourcing in Johnstown, Pennsylvania","Clinton Official","small business ask pay economy grow worker"
"960","Hillary Clinton_110",6,0.000144571396578633,"Hillary Clinton",2016-09-08,"former Secretary of State Hillary Rodham Clinton Democratic presidential candidate holds a news conference","The Grammar Lab","small business ask pay economy grow worker"
"961","Hillary Clinton_111",6,0.00020814639787015,"Hillary Clinton",2016-09-29,"Hillary Rodham Clinton Democratic Presidential Candidate holds a media availability","The Grammar Lab","small business ask pay economy grow worker"
"962","Hillary Clinton_112",6,8.61591423565128e-05,"Hillary Clinton",2016-10-31,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Kent Ohio","The Grammar Lab","small business ask pay economy grow worker"
"963","Hillary Clinton_113",6,0.00148121010398344,"Hillary Clinton",2016-10-31,"Hillary Clinton delivers remarks at a campaign event in Cincinnati Ohio","The Grammar Lab","small business ask pay economy grow worker"
"964","Hillary Clinton_114",6,9.89673181312806e-05,"Hillary Clinton",2016-11-01,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Dade City Florida","The Grammar Lab","small business ask pay economy grow worker"
"965","Hillary Clinton_115",6,0.000171882970989286,"Hillary Clinton",2016-11-01,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Fort Lauderdale Florida","The Grammar Lab","small business ask pay economy grow worker"
"966","Hillary Clinton_116",6,0.10102146450511,"Hillary Clinton",2016-11-04,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Pittsburgh Pennsylvania SD24","The Grammar Lab","small business ask pay economy grow worker"
"967","Hillary Clinton_117",6,9.37549754938829e-05,"Hillary Clinton",2016-11-04,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Detroit Michigan 24","The Grammar Lab","small business ask pay economy grow worker"
"968","Hillary Clinton_118",6,0.000464189321383986,"Hillary Clinton",2016-11-05,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in South Florida SD24","The Grammar Lab","small business ask pay economy grow worker"
"969","Hillary Clinton_119",6,0.000120526063800497,"Hillary Clinton",2016-11-06,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Manchester New Hampshire SD24","The Grammar Lab","small business ask pay economy grow worker"
"970","Hillary Clinton_12",6,0.61584711858236,"Hillary Clinton",2016-07-29,"Remarks on American manufacturing jobs in Hatfield, Pennsylvania","Clinton Official","small business ask pay economy grow worker"
"971","Hillary Clinton_120",6,0.130552608701739,"Hillary Clinton",2016-11-06,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Cleveland Ohio SD24","The Grammar Lab","small business ask pay economy grow worker"
"972","Hillary Clinton_121",6,0.000132844453778442,"Hillary Clinton",2016-11-07,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Oakland Pennsylvania","The Grammar Lab","small business ask pay economy grow worker"
"973","Hillary Clinton_122",6,0.0430698523652382,"Hillary Clinton",2016-11-07,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Grand Rapids Michigan","The Grammar Lab","small business ask pay economy grow worker"
"974","Hillary Clinton_123",6,0.000198076593084239,"Hillary Clinton",2016-11-07,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Philadelphia Pennsylvania SD24","The Grammar Lab","small business ask pay economy grow worker"
"975","Hillary Clinton_13",6,0.17070764127894,"Hillary Clinton",2016-07-26,"Remarks on rejecting Donald Trump’s vision of America in Tampa, Florida","Clinton Official","small business ask pay economy grow worker"
"976","Hillary Clinton_14",6,0.0678579287333775,"Hillary Clinton",2016-07-26,"Remarks at the 87th LULAC National Convention in Washington, D.C.","Clinton Official","small business ask pay economy grow worker"
"977","Hillary Clinton_15",6,0.0748119572284438,"Hillary Clinton",2016-07-25,"Remarks at the VFW Convention in Charlotte, North Carolina","Clinton Official","small business ask pay economy grow worker"
"978","Hillary Clinton_16",6,8.57980421515478e-05,"Hillary Clinton",2016-07-18,"Remarks at the NAACP 107th Annual Convention in Cincinnati, OH","Clinton Official","small business ask pay economy grow worker"
"979","Hillary Clinton_17",6,8.57980421515478e-05,"Hillary Clinton",2016-07-13,"Remarks on American Values","Clinton Official","small business ask pay economy grow worker"
"980","Hillary Clinton_18",6,8.57980421515478e-05,"Hillary Clinton",2016-07-13,"Remarks on bridging divides in America","Clinton Official","small business ask pay economy grow worker"
"981","Hillary Clinton_19",6,0.00135675537150374,"Hillary Clinton",2016-07-12,"Remarks at an event with Senator Bernie Sanders in Portsmouth, New Hampshire","Clinton Official","small business ask pay economy grow worker"
"982","Hillary Clinton_2",6,0.000111651854398119,"Hillary Clinton",2016-11-01,"Remarks in Cincinnati on gun control and national security","Clinton Official","small business ask pay economy grow worker"
"983","Hillary Clinton_20",6,0.000102562041330129,"Hillary Clinton",2016-07-11,"Remarks at the African Methodist Episcopal Church National Convention","Clinton Official","small business ask pay economy grow worker"
"984","Hillary Clinton_21",6,0.0279410041488748,"Hillary Clinton",2016-07-05,"Remarks at an event with President Obama in Charlotte, North Carolina","Clinton Official","small business ask pay economy grow worker"
"985","Hillary Clinton_22",6,0.000200011846608514,"Hillary Clinton",2016-07-01,"Remarks on securing the Democratic nomination","Clinton Official","small business ask pay economy grow worker"
"986","Hillary Clinton_27",6,0.0664373540710074,"Hillary Clinton",2016-09-15,"Remarks at the University of North Carolina in Greensboro","UCSB","small business ask pay economy grow worker"
"987","Hillary Clinton_28",6,0.000356947466427676,"Hillary Clinton",2016-09-18,"Remarks to the Congressional Black Caucus in Washington, D.C.","UCSB","small business ask pay economy grow worker"
"988","Hillary Clinton_29",6,0.161241080007574,"Hillary Clinton",2016-09-27,"Remarks at Wake Technical Community College in Raleigh, North Carolina","UCSB","small business ask pay economy grow worker"
"989","Hillary Clinton_3",6,0.601168984789533,"Hillary Clinton",2016-08-08,"Remarks on small businesses and creating jobs in St. Petersburg, FL","Clinton Official","small business ask pay economy grow worker"
"990","Hillary Clinton_30",6,0.0126145310624255,"Hillary Clinton",2016-09-28,"Remarks at the University of New Hampshire in Durham","UCSB","small business ask pay economy grow worker"
"991","Hillary Clinton_31",6,0.186658929002172,"Hillary Clinton",2016-09-29,"Remarks at Cowles Commons in Des Moines, Iowa","UCSB","small business ask pay economy grow worker"
"992","Hillary Clinton_32",6,0.147831845795591,"Hillary Clinton",2016-09-30,"Remarks at Coral Springs Gymnasium in Coral Springs, Florida","UCSB","small business ask pay economy grow worker"
"993","Hillary Clinton_33",6,0.000161064365248764,"Hillary Clinton",2016-10-02,"Remarks at Little Rock AME Zion Church in Charlotte, North Carolina","UCSB","small business ask pay economy grow worker"
"994","Hillary Clinton_34",6,0.28465216267972,"Hillary Clinton",2016-10-03,"Remarks at Martin Luther King, Jr., Plaza in Toledo, Ohio","UCSB","small business ask pay economy grow worker"
"995","Hillary Clinton_35",6,0.122044396216195,"Hillary Clinton",2016-10-10,"Remarks at Ohio State University in Columbus","UCSB","small business ask pay economy grow worker"
"996","Hillary Clinton_36",6,0.169828521797044,"Hillary Clinton",2016-10-11,"Remarks at the Kendall Campus of Miami Dade College in Miami, Florida","UCSB","small business ask pay economy grow worker"
"997","Hillary Clinton_37",6,0.0378452073600561,"Hillary Clinton",2016-10-12,"Remarks at the Palace of Agriculture at the Colorado State Fairgrounds in Pueblo","UCSB","small business ask pay economy grow worker"
"998","Hillary Clinton_38",6,0.0127930090157384,"Hillary Clinton",2016-10-20,"Remarks at the 71st Annual Alfred E. Smith Memorial Foundation Dinner at the Waldorf Astoria Hotel in New York City","UCSB","small business ask pay economy grow worker"
"999","Hillary Clinton_39",6,0.0461557908668987,"Hillary Clinton",2016-10-21,"Remarks at Cuyahoga Community College in Cleveland, Ohio","UCSB","small business ask pay economy grow worker"
"1000","Hillary Clinton_4",6,0.00775423982269884,"Hillary Clinton",2016-08-05,"Remarks on criminal justice and immigration reform in Washington D.C.","Clinton Official","small business ask pay economy grow worker"
"1001","Hillary Clinton_40",6,0.000330977894198233,"Hillary Clinton",2016-10-22,"Remarks to the Press Aboard the Campaign Plane in Pittsburgh, Pennsylvania","UCSB","small business ask pay economy grow worker"
"1002","Hillary Clinton_41",6,0.0594461194884835,"Hillary Clinton",2016-10-22,"Remarks at Taylor Allderdice High School in Pittsburgh, Pennsylvania","UCSB","small business ask pay economy grow worker"
"1003","Hillary Clinton_42",6,0.0214900587825913,"Hillary Clinton",2016-10-25,"Remarks at Broward College's North Campus in Coconut Creek, Florida","UCSB","small business ask pay economy grow worker"
"1004","Hillary Clinton_43",6,0.00014108418933762,"Hillary Clinton",2016-10-27,"Remarks at Wake Forest University in Winston-Salem, North Carolina","UCSB","small business ask pay economy grow worker"
"1005","Hillary Clinton_44",6,0.000215259576786502,"Hillary Clinton",2016-10-29,"Remarks at the Dickerson Community Center in Daytona Beach, Florida","UCSB","small business ask pay economy grow worker"
"1006","Hillary Clinton_45",6,0.000106289599743036,"Hillary Clinton",2016-10-30,"Remarks at the Manor Complex in Wilton Manors, Florida","UCSB","small business ask pay economy grow worker"
"1007","Hillary Clinton_46",6,0.000112572812143667,"Hillary Clinton",2016-10-31,"Remarks at Smale Riverfront Park in Cincinnati, Ohio","UCSB","small business ask pay economy grow worker"
"1008","Hillary Clinton_47",6,8.67984358806075e-05,"Hillary Clinton",2016-10-31,"Remarks at the Kent State Student Recreation Center in Kent, Ohio","UCSB","small business ask pay economy grow worker"
"1009","Hillary Clinton_48",6,0.000100918838215654,"Hillary Clinton",2016-11-03,"Remarks at Pasco-Hernando State College East Campus in Dade City, Florida","UCSB","small business ask pay economy grow worker"
"1010","Hillary Clinton_49",6,8.32679165986362e-05,"Hillary Clinton",2016-11-03,"Remarks at Coastal Credit Union Music Park in Raleigh, North Carolina","UCSB","small business ask pay economy grow worker"
"1011","Hillary Clinton_5",6,0.468400059145296,"Hillary Clinton",2016-08-04,"Remarks on 100 Day Jobs Plan in Las Vegas, NV","Clinton Official","small business ask pay economy grow worker"
"1012","Hillary Clinton_50",6,7.34137872768791e-05,"Hillary Clinton",2016-11-03,"Remarks at Pitt Community College in Winterville, North Carolina","UCSB","small business ask pay economy grow worker"
"1013","Hillary Clinton_51",6,9.36477542871898e-05,"Hillary Clinton",2016-11-04,"Remarks at Eastern Market in Detroit, Michigan","UCSB","small business ask pay economy grow worker"
"1014","Hillary Clinton_52",6,0.0544503041719753,"Hillary Clinton",2016-11-07,"Remarks at Grand Valley State University in Grand Rapids, Michigan","UCSB","small business ask pay economy grow worker"
"1015","Hillary Clinton_53",6,0.000224710967865069,"Hillary Clinton",2016-11-07,"Remarks at North Carolina State University in Raleigh","UCSB","small business ask pay economy grow worker"
"1016","Hillary Clinton_54",6,0.000126679091229613,"Hillary Clinton",2016-11-07,"Remarks at the University of Pittsburgh","UCSB","small business ask pay economy grow worker"
"1017","Hillary Clinton_6",6,0.490953397615037,"Hillary Clinton",2016-08-03,"Remarks on strengthening the economy and protecting public lands in Commerce City, Colorado","Clinton Official","small business ask pay economy grow worker"
"1018","Hillary Clinton_7",6,0.423700381555962,"Hillary Clinton",2016-08-01,"Remarks on economic policy with Warren Buffett in Omaha, Nebraska","Clinton Official","small business ask pay economy grow worker"
"1019","Hillary Clinton_8",6,0.575302463376651,"Hillary Clinton",2016-07-31,"Remarks on the economy in Columbus, Ohio","Clinton Official","small business ask pay economy grow worker"
"1020","Hillary Clinton_9",6,0.592969933758985,"Hillary Clinton",2016-07-30,"Remarks on manufacturing and jobs in Youngstown, Ohio","Clinton Official","small business ask pay economy grow worker"
"1021","Donald Trump_126",7,0.145402166719627,"Donald Trump",2016-07-22,"Donald Trump Republican presidential candidate delivers remarks to volunteers at the Republican National Convention","The Grammar Lab","everything together friend woman child ask family"
"1022","Donald Trump_127",7,0.0118943491334297,"Donald Trump",2016-07-25,"Donald Trump Republican presidential candidate and Gov Mike Pence Republican vice presidential candidate hold a townhall meeting","The Grammar Lab","everything together friend woman child ask family"
"1023","Donald Trump_128",7,0.0525349639242349,"Donald Trump",2016-07-26,"Donald Trump Republican Presidential Candidate delivers remarks at the VFW Convention","The Grammar Lab","everything together friend woman child ask family"
"1024","Donald Trump_129",7,0.047092554509049,"Donald Trump",2016-07-27,"Donald Trump Republican presidential candidate delivers remarks at a campaign event","The Grammar Lab","everything together friend woman child ask family"
"1025","Donald Trump_130",7,0.0252780348028844,"Donald Trump",2016-08-01,"Donald Trump Republican presidential candidate deliver remarks at a campaign event","The Grammar Lab","everything together friend woman child ask family"
"1026","Donald Trump_131",7,0.00887803617517457,"Donald Trump",2016-08-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Ashburn Virginia","The Grammar Lab","everything together friend woman child ask family"
"1027","Donald Trump_132",7,0.00383625959456731,"Donald Trump",2016-08-04,"Donald Trump Republican Presidential Candidate holds a campaign rally in Maine","The Grammar Lab","everything together friend woman child ask family"
"1028","Donald Trump_133",7,0.000116075661951316,"Donald Trump",2016-08-10,"Donald Trump Republican Presidential Candidate delivers remarks in Abingdon Virginia","The Grammar Lab","everything together friend woman child ask family"
"1029","Donald Trump_134",7,0.0367683278207198,"Donald Trump",2016-08-12,"Donald Trump Republican Presidential Candidate holds a campaign rally in Altoona PA 24","The Grammar Lab","everything together friend woman child ask family"
"1030","Donald Trump_135",7,0.0412369973485797,"Donald Trump",2016-08-17,"Donald Trump Republican Presidential Candidate participates in a Fox News townhall event","The Grammar Lab","everything together friend woman child ask family"
"1031","Donald Trump_136",7,0.0256981471561121,"Donald Trump",2016-08-22,"Donald Trump Republican Presidential Candidate Delivers Remarks At A Campaign Event","The Grammar Lab","everything together friend woman child ask family"
"1032","Donald Trump_137",7,0.0214452284062311,"Donald Trump",2016-08-23,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Austin Texas","The Grammar Lab","everything together friend woman child ask family"
"1033","Donald Trump_138",7,0.000115822554193046,"Donald Trump",2016-08-24,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Tampa Florida SD","The Grammar Lab","everything together friend woman child ask family"
"1034","Donald Trump_139",7,0.0268569928739736,"Donald Trump",2016-08-25,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Manchester New Hampshire SD","The Grammar Lab","everything together friend woman child ask family"
