"","document","topic","gamma","author","date","title","source","top_words"
"495","Hillary Clinton_44",3,0.166172413731392,"Hillary Clinton",2016-10-29,"Remarks at the Dickerson Community Center in Daytona Beach, Florida","UCSB","help start child family pay young college"
"496","Hillary Clinton_45",3,0.331270544788167,"Hillary Clinton",2016-10-30,"Remarks at the Manor Complex in Wilton Manors, Florida","UCSB","help start child family pay young college"
"497","Hillary Clinton_46",3,0.000293030167745167,"Hillary Clinton",2016-10-31,"Remarks at Smale Riverfront Park in Cincinnati, Ohio","UCSB","help start child family pay young college"
"498","Hillary Clinton_47",3,0.00446589025168214,"Hillary Clinton",2016-10-31,"Remarks at the Kent State Student Recreation Center in Kent, Ohio","UCSB","help start child family pay young college"
"499","Hillary Clinton_48",3,0.000262694548780038,"Hillary Clinton",2016-11-03,"Remarks at Pasco-Hernando State College East Campus in Dade City, Florida","UCSB","help start child family pay young college"
"500","Hillary Clinton_49",3,0.367307885737288,"Hillary Clinton",2016-11-03,"Remarks at Coastal Credit Union Music Park in Raleigh, North Carolina","UCSB","help start child family pay young college"
"501","Hillary Clinton_5",3,0.465604256578884,"Hillary Clinton",2016-08-04,"Remarks on 100 Day Jobs Plan in Las Vegas, NV","Clinton Official","help start child family pay young college"
"502","Hillary Clinton_50",3,0.36866645624985,"Hillary Clinton",2016-11-03,"Remarks at Pitt Community College in Winterville, North Carolina","UCSB","help start child family pay young college"
"503","Hillary Clinton_51",3,0.453122109656244,"Hillary Clinton",2016-11-04,"Remarks at Eastern Market in Detroit, Michigan","UCSB","help start child family pay young college"
"504","Hillary Clinton_52",3,0.497237256635714,"Hillary Clinton",2016-11-07,"Remarks at Grand Valley State University in Grand Rapids, Michigan","UCSB","help start child family pay young college"
"505","Hillary Clinton_53",3,0.406724199378018,"Hillary Clinton",2016-11-07,"Remarks at North Carolina State University in Raleigh","UCSB","help start child family pay young college"
"506","Hillary Clinton_54",3,0.517032061004154,"Hillary Clinton",2016-11-07,"Remarks at the University of Pittsburgh","UCSB","help start child family pay young college"
"507","Hillary Clinton_6",3,0.299663742334842,"Hillary Clinton",2016-08-03,"Remarks on strengthening the economy and protecting public lands in Commerce City, Colorado","Clinton Official","help start child family pay young college"
"508","Hillary Clinton_7",3,0.36940787183243,"Hillary Clinton",2016-08-01,"Remarks on economic policy with Warren Buffett in Omaha, Nebraska","Clinton Official","help start child family pay young college"
"509","Hillary Clinton_8",3,0.262517622388821,"Hillary Clinton",2016-07-31,"Remarks on the economy in Columbus, Ohio","Clinton Official","help start child family pay young college"
"510","Hillary Clinton_9",3,0.241665160829316,"Hillary Clinton",2016-07-30,"Remarks on manufacturing and jobs in Youngstown, Ohio","Clinton Official","help start child family pay young college"
"511","Donald Trump_126",4,3.81725357939224e-05,"Donald Trump",2016-07-22,"Donald Trump Republican presidential candidate delivers remarks to volunteers at the Republican National Convention","The Grammar Lab","war life security officer putin nuclear weapon gun"
"512","Donald Trump_127",4,2.6528609715914e-05,"Donald Trump",2016-07-25,"Donald Trump Republican presidential candidate and Gov Mike Pence Republican vice presidential candidate hold a townhall meeting","The Grammar Lab","war life security officer putin nuclear weapon gun"
"513","Donald Trump_128",4,6.33854018577062e-05,"Donald Trump",2016-07-26,"Donald Trump Republican Presidential Candidate delivers remarks at the VFW Convention","The Grammar Lab","war life security officer putin nuclear weapon gun"
"514","Donald Trump_129",4,2.49742047479306e-05,"Donald Trump",2016-07-27,"Donald Trump Republican presidential candidate delivers remarks at a campaign event","The Grammar Lab","war life security officer putin nuclear weapon gun"
"515","Donald Trump_130",4,2.38175299993766e-05,"Donald Trump",2016-08-01,"Donald Trump Republican presidential candidate deliver remarks at a campaign event","The Grammar Lab","war life security officer putin nuclear weapon gun"
"516","Donald Trump_131",4,2.30628579927009e-05,"Donald Trump",2016-08-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Ashburn Virginia","The Grammar Lab","war life security officer putin nuclear weapon gun"
"517","Donald Trump_132",4,2.92152054561951e-05,"Donald Trump",2016-08-04,"Donald Trump Republican Presidential Candidate holds a campaign rally in Maine","The Grammar Lab","war life security officer putin nuclear weapon gun"
"518","Donald Trump_133",4,0.0022111537332009,"Donald Trump",2016-08-10,"Donald Trump Republican Presidential Candidate delivers remarks in Abingdon Virginia","The Grammar Lab","war life security officer putin nuclear weapon gun"
"519","Donald Trump_134",4,0.000599694858401143,"Donald Trump",2016-08-12,"Donald Trump Republican Presidential Candidate holds a campaign rally in Altoona PA 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"520","Donald Trump_135",4,0.0298183401311528,"Donald Trump",2016-08-17,"Donald Trump Republican Presidential Candidate participates in a Fox News townhall event","The Grammar Lab","war life security officer putin nuclear weapon gun"
"521","Donald Trump_136",4,0.00545285751045296,"Donald Trump",2016-08-22,"Donald Trump Republican Presidential Candidate Delivers Remarks At A Campaign Event","The Grammar Lab","war life security officer putin nuclear weapon gun"
"522","Donald Trump_137",4,4.37093514520083e-05,"Donald Trump",2016-08-23,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Austin Texas","The Grammar Lab","war life security officer putin nuclear weapon gun"
"523","Donald Trump_138",4,2.57910639678656e-05,"Donald Trump",2016-08-24,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Tampa Florida SD","The Grammar Lab","war life security officer putin nuclear weapon gun"
"524","Donald Trump_139",4,3.94455827331436e-05,"Donald Trump",2016-08-25,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Manchester New Hampshire SD","The Grammar Lab","war life security officer putin nuclear weapon gun"
"525","Donald Trump_140",4,4.26071773644718e-05,"Donald Trump",2016-08-30,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Everett Washington 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"526","Donald Trump_141",4,0.038039727517435,"Donald Trump",2016-09-06,"Donald Trump Republican presidential candidate delivers remarks at a campaign event","The Grammar Lab","war life security officer putin nuclear weapon gun"
"527","Donald Trump_142",4,3.29143437868679e-05,"Donald Trump",2016-09-06,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Greenville North Carolina 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"528","Donald Trump_143",4,8.72247357451093e-05,"Donald Trump",2016-09-07,"Donald Trump Republican presidential candidate delivers remarks at the New York state Conservative Party presidential convention","The Grammar Lab","war life security officer putin nuclear weapon gun"
"529","Donald Trump_144",4,0.00015144124861299,"Donald Trump",2016-09-09,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Pensacola Florida SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"530","Donald Trump_145",4,4.13774867711535e-05,"Donald Trump",2016-09-12,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Asheville North Carolina SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"531","Donald Trump_146",4,0.0434041507980925,"Donald Trump",2016-09-16,"Donald Trump GOP Presidential Candidate Remarks at Campaign Event in Miami Florida","The Grammar Lab","war life security officer putin nuclear weapon gun"
"532","Donald Trump_147",4,4.67777145355233e-05,"Donald Trump",2016-09-29,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Bedford New Hampshire","The Grammar Lab","war life security officer putin nuclear weapon gun"
"533","Donald Trump_148",4,3.24181727016798e-05,"Donald Trump",2016-09-30,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Novi Michigan SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"534","Donald Trump_149",4,0.00408381450436042,"Donald Trump",2016-10-03,"Donald Trump Republican Presidential Candidate delivers remarks at Retired American Warriors PAC","The Grammar Lab","war life security officer putin nuclear weapon gun"
"535","Donald Trump_150",4,0.00380715474329925,"Donald Trump",2016-10-05,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Henderson Nevada SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"536","Donald Trump_151",4,2.90180968466975e-05,"Donald Trump",2016-10-06,"Donald Trump Republican presidential candidate holds a townhall meeting Sandown New Hampshire","The Grammar Lab","war life security officer putin nuclear weapon gun"
"537","Donald Trump_152",4,3.02616709561269e-05,"Donald Trump",2016-10-10,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Ambridge Pennsylvania SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"538","Donald Trump_153",4,3.27548316799543e-05,"Donald Trump",2016-10-10,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in WilkesBarre Pennsylvania 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"539","Donald Trump_154",4,2.68752102563602e-05,"Donald Trump",2016-10-11,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Panama City Florida 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"540","Donald Trump_155",4,2.98605776238603e-05,"Donald Trump",2016-10-12,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Lakeland Florida SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"541","Donald Trump_156",4,4.0319606099531e-05,"Donald Trump",2016-10-14,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Greensboro North Carolina SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"542","Donald Trump_157",4,3.24404011827045e-05,"Donald Trump",2016-10-14,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Charlotte North Carolina 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"543","Donald Trump_158",4,3.72117725378135e-05,"Donald Trump",2016-10-17,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Green Bay Wisconsin SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"544","Donald Trump_159",4,3.46753630917115e-05,"Donald Trump",2016-10-18,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Grand Junction Colorado SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"545","Donald Trump_160",4,6.9841775380579e-05,"Donald Trump",2016-10-21,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Newtown Pennsylvania 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"546","Donald Trump_161",4,3.80191593854192e-05,"Donald Trump",2016-10-21,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Fletcher North Carolina SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"547","Donald Trump_162",4,4.96234114885994e-05,"Donald Trump",2016-10-21,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Johnstown Pennsylvania SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"548","Donald Trump_163",4,2.7152845607871e-05,"Donald Trump",2016-10-31,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Grand Rapids Michigan","The Grammar Lab","war life security officer putin nuclear weapon gun"
"549","Donald Trump_164",4,3.91517990661915e-05,"Donald Trump",2016-11-01,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Eau Claire Wisconsin","The Grammar Lab","war life security officer putin nuclear weapon gun"
"550","Donald Trump_165",4,0.00475839775057867,"Donald Trump",2016-11-01,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Valley Forge Pennsylvania","The Grammar Lab","war life security officer putin nuclear weapon gun"
"551","Donald Trump_166",4,0.00154934193819002,"Donald Trump",2016-11-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Miami Florida SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"552","Donald Trump_167",4,3.50608142119873e-05,"Donald Trump",2016-11-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Pensacola Florida 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"553","Donald Trump_168",4,5.19672056975387e-05,"Donald Trump",2016-11-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Orlando Florida SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"554","Donald Trump_169",4,3.24849497200379e-05,"Donald Trump",2016-11-03,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Jacksonville Florida SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"555","Donald Trump_170",4,3.52699129494772e-05,"Donald Trump",2016-11-03,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Concord North Carolina SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"556","Donald Trump_171",4,3.59124462743515e-05,"Donald Trump",2016-11-04,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Atkinson New Hampshire SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"557","Donald Trump_172",4,3.60767542846547e-05,"Donald Trump",2016-11-04,"Donald Trump Republican Presidential Candidate deliver remarks at a campaign event in Hershey Pennsylvania 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"558","Donald Trump_173",4,2.87535595934663e-05,"Donald Trump",2016-11-04,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Wilmington Ohio SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"559","Donald Trump_174",4,3.03198512974638e-05,"Donald Trump",2016-11-05,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Tampa Florida SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"560","Donald Trump_175",4,3.8389353571565e-05,"Donald Trump",2016-11-05,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Reno Nevada 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"561","Donald Trump_176",4,4.44067928644365e-05,"Donald Trump",2016-11-06,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Sioux City Iowa SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"562","Donald Trump_177",4,3.588520700316e-05,"Donald Trump",2016-11-07,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Sarasota Florida","The Grammar Lab","war life security officer putin nuclear weapon gun"
"563","Donald Trump_178",4,3.33787741642289e-05,"Donald Trump",2016-11-07,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Raleigh North Carolina SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"564","Donald Trump_179",4,5.09596630082669e-05,"Donald Trump",2016-11-07,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Scranton Pennsylvania","The Grammar Lab","war life security officer putin nuclear weapon gun"
"565","Donald Trump_180",4,0.00554083968219396,"Donald Trump",2016-11-07,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Manchester New Hampshire 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"566","Donald Trump_58",4,5.33141025647803e-05,"Donald Trump",2016-07-11,"Remarks in Virginia Beach, Virginia","UCSB","war life security officer putin nuclear weapon gun"
"567","Donald Trump_59",4,0.0206394859141293,"Donald Trump",2016-07-16,"Remarks Introducing Governor Mike Pence as the 2016 Republican Vice Presidential Nominee in New York City","UCSB","war life security officer putin nuclear weapon gun"
"568","Donald Trump_60",4,2.96919168888674e-05,"Donald Trump",2016-07-21,"Address Accepting the Presidential Nomination at the Republican National Convention in Cleveland, Ohio","UCSB","war life security officer putin nuclear weapon gun"
"569","Donald Trump_61",4,3.2845791613627e-05,"Donald Trump",2016-08-09,"Remarks at a Rally at the University of North Carolina in Wilmington","UCSB","war life security officer putin nuclear weapon gun"
"570","Donald Trump_62",4,6.2547421769728e-05,"Donald Trump",2016-08-23,"Remarks at Luedecke Arena in Austin, Texas","UCSB","war life security officer putin nuclear weapon gun"
"571","Donald Trump_63",4,7.37617573069012e-05,"Donald Trump",2016-08-30,"Remarks at the XFinity Arena in Everett, Washington","UCSB","war life security officer putin nuclear weapon gun"
"572","Donald Trump_64",4,0.00012807366008378,"Donald Trump",2016-09-03,"Remarks at Great Faith International Ministries in Detroit, Michigan","UCSB","war life security officer putin nuclear weapon gun"
"573","Donald Trump_65",4,0.00850049432319115,"Donald Trump",2016-09-06,"Remarks at a Rally at the Greenville Convention Center in Greenville, North Carolina","UCSB","war life security officer putin nuclear weapon gun"
"574","Donald Trump_66",4,3.45487558717121e-05,"Donald Trump",2016-09-09,"Remarks to the 11th Annual Values Voter Summit in Washington, DC Omni Shoreham Hotel, Washington, D.C.","UCSB","war life security officer putin nuclear weapon gun"
"575","Donald Trump_67",4,0.0647027067325819,"Donald Trump",2016-09-09,"Remarks at a Rally at the Pensacola Bay Center in Pensacola, Florida","UCSB","war life security officer putin nuclear weapon gun"
"576","Donald Trump_68",4,8.38248060332137e-05,"Donald Trump",2016-09-12,"Remarks at the US Cellular Center in Asheville, North Carolina","UCSB","war life security officer putin nuclear weapon gun"
"577","Donald Trump_69",4,7.22964569354008e-05,"Donald Trump",2016-09-13,"Remarks at Seven Flags Event Center in Des Moines, Iowa","UCSB","war life security officer putin nuclear weapon gun"
"578","Donald Trump_70",4,0.00738012312739113,"Donald Trump",2016-09-14,"Remarks at a Rally at Canton Memorial Civic Center in Canton, Ohio","UCSB","war life security officer putin nuclear weapon gun"
"579","Donald Trump_71",4,4.32696223680199e-05,"Donald Trump",2016-09-15,"Remarks to the Economic Club of New York at the Waldorf Astoria in New York City","UCSB","war life security officer putin nuclear weapon gun"
"580","Donald Trump_72",4,8.73858432539167e-05,"Donald Trump",2016-09-16,"Remarks at a Rally at the James L. Knight Center in Miami, Florida","UCSB","war life security officer putin nuclear weapon gun"
"581","Donald Trump_73",4,7.67533584439527e-05,"Donald Trump",2016-09-20,"Remarks at High Point University in High Point, North Carolina","UCSB","war life security officer putin nuclear weapon gun"
"582","Donald Trump_74",4,5.75278514694698e-05,"Donald Trump",2016-09-22,"Remarks at a Rally at Sun Center Studios in Chester Township, Pennsylvania","UCSB","war life security officer putin nuclear weapon gun"
"583","Donald Trump_75",4,5.85966033554086e-05,"Donald Trump",2016-09-22,"Remarks at the Shale Insight TM Conferencee at the David L. Lawrence Convention Center in Pittsburgh, Pennsylvania","UCSB","war life security officer putin nuclear weapon gun"
"584","Donald Trump_76",4,0.00407173000769092,"Donald Trump",2016-09-30,"Remarks at the Suburban Collection Showplace in Novi, Michigan","UCSB","war life security officer putin nuclear weapon gun"
"585","Donald Trump_77",4,0.000116127869065982,"Donald Trump",2016-10-03,"Remarks at the Budweiser Events Center in Loveland, Colorado","UCSB","war life security officer putin nuclear weapon gun"
"586","Donald Trump_78",4,0.0351847964870683,"Donald Trump",2016-10-04,"Remarks at Prescott Valley Event Center in Prescott Valley, Arizona","UCSB","war life security officer putin nuclear weapon gun"
"587","Donald Trump_79",4,0.0463402007151896,"Donald Trump",2016-10-05,"Remarks at the Reno-Sparks Convention Center in Reno, Nevada","UCSB","war life security officer putin nuclear weapon gun"
"588","Donald Trump_80",4,0.000136184090744939,"Donald Trump",2016-10-11,"Excerpts of Remarks at Aaron Bessant Park in Panama City, Florida","UCSB","war life security officer putin nuclear weapon gun"
"589","Donald Trump_81",4,2.47909949486724e-05,"Donald Trump",2016-10-12,"Remarks at the Southeastern Livestock Pavilion in Ocala, Florida","UCSB","war life security officer putin nuclear weapon gun"
"590","Donald Trump_82",4,8.47254910550156e-05,"Donald Trump",2016-10-13,"Remarks at the Renaissance Hotel in Columbus, Ohio","UCSB","war life security officer putin nuclear weapon gun"
"591","Donald Trump_83",4,6.81319565674652e-05,"Donald Trump",2016-10-15,"Remarks at the Cross Insurance Center in Bangor, Maine","UCSB","war life security officer putin nuclear weapon gun"
"592","Donald Trump_84",4,8.23654783515249e-05,"Donald Trump",2016-10-15,"Remarks at Toyota of Portsmouth in Portsmouth, New Hampshire","UCSB","war life security officer putin nuclear weapon gun"
"593","Donald Trump_85",4,6.68798974074547e-05,"Donald Trump",2016-10-17,"Remarks at the KI Convention Center in Green Bay, Wisconsin","UCSB","war life security officer putin nuclear weapon gun"
"594","Donald Trump_86",4,3.7806491474738e-05,"Donald Trump",2016-10-18,"Remarks at the Norris-Penrose Event Center in Colorado Springs, Colorado","UCSB","war life security officer putin nuclear weapon gun"
"595","Donald Trump_87",4,7.36469363984034e-05,"Donald Trump",2016-10-20,"Remarks at the Delaware County Fairgrounds in Delaware, Ohio","UCSB","war life security officer putin nuclear weapon gun"
"596","Donald Trump_88",4,8.44231197837839e-05,"Donald Trump",2016-10-21,"Remarks at the WNC Agricultural Center's Davis Event Center in Fletcher, North Carolina","UCSB","war life security officer putin nuclear weapon gun"
"597","Donald Trump_89",4,8.09560928382037e-05,"Donald Trump",2016-10-21,"Remarks at the Newtown Athletic Club Sports Training Center in Newtown, Pennsylvania","UCSB","war life security officer putin nuclear weapon gun"
"598","Donald Trump_90",4,3.51389350486399e-05,"Donald Trump",2016-10-22,"Remarks on Proposals for the First 100 Days in Office at the Eisenhower Complex in Gettysburg, Pennsylvania","UCSB","war life security officer putin nuclear weapon gun"
"599","Donald Trump_91",4,0.0193249530113457,"Donald Trump",2016-10-23,"Remarks at the Collier County Fairgrounds in Naples, Florida","UCSB","war life security officer putin nuclear weapon gun"
"600","Donald Trump_92",4,5.62957088223765e-05,"Donald Trump",2016-10-26,"Remarks at McGlohon Theatre at Spirit Square in Charlotte, North Carolina","UCSB","war life security officer putin nuclear weapon gun"
"601","Donald Trump_93",4,0.000175612755966676,"Donald Trump",2016-10-29,"Remarks at the Jeffco Fairgrounds Event Center in Golden, Colorado","UCSB","war life security officer putin nuclear weapon gun"
"602","Donald Trump_94",4,0.00409911561150603,"Donald Trump",2016-10-29,"Remarks at the Phoenix Convention Center in Phoenix, Arizona","UCSB","war life security officer putin nuclear weapon gun"
"603","Donald Trump_95",4,6.13311879191404e-05,"Donald Trump",2016-10-31,"Remarks at Macomb Community College South Campus in Warren, Michigan","UCSB","war life security officer putin nuclear weapon gun"
"604","Donald Trump_96",4,7.50488294818808e-05,"Donald Trump",2016-11-01,"Remarks on Obamacare in Valley Forge, Pennsylvania","UCSB","war life security officer putin nuclear weapon gun"
"605","Donald Trump_97",4,5.29560523039985e-05,"Donald Trump",2016-11-02,"Remarks at the Central Florida Fairgrounds in Orlando, Florida","UCSB","war life security officer putin nuclear weapon gun"
"606","Donald Trump_98",4,0.0023415513126348,"Donald Trump",2016-11-02,"Remarks at the Bayfront Park Amphitheater in Miami, Florida","UCSB","war life security officer putin nuclear weapon gun"
"607","Donald Trump_99",4,3.3592071147183e-05,"Donald Trump",2016-11-07,"Remarks at J.S Dorton Arena in Raleigh, North Carolina","UCSB","war life security officer putin nuclear weapon gun"
"608","Hillary Clinton_1",4,4.88547768552977e-05,"Hillary Clinton",2016-11-03,"Remarks alongside Alicia Machado in Dade City, FL","Clinton Official","war life security officer putin nuclear weapon gun"
"609","Hillary Clinton_10",4,0.00298344465846438,"Hillary Clinton",2016-07-30,"Remarks on building a 21st century economy in Pittsburgh, Pennsylvania","Clinton Official","war life security officer putin nuclear weapon gun"
"610","Hillary Clinton_101",4,0.000140220286909215,"Hillary Clinton",2016-08-01,"Hillary Clinton D Presidential Candidate Remarks at Rally in Omaha NE","The Grammar Lab","war life security officer putin nuclear weapon gun"
"611","Hillary Clinton_102",4,0.00373427510537627,"Hillary Clinton",2016-08-05,"Hillary Clinton delivers remarks at the National Association of Black Journalists and the National Association of Hispanic Journalists joint convention SD","The Grammar Lab","war life security officer putin nuclear weapon gun"
"612","Hillary Clinton_103",4,9.4545654072596e-05,"Hillary Clinton",2016-08-10,"Hillary Clinton holds a campaign rally in Des Moines Iowa SD","The Grammar Lab","war life security officer putin nuclear weapon gun"
"613","Hillary Clinton_104",4,0.063332306896122,"Hillary Clinton",2016-08-15,"Hillary Clinton Democratic Presidential Candidate delivers remarks with Vice President Joe Biden in Scranton Pennsylvania SD","The Grammar Lab","war life security officer putin nuclear weapon gun"
"614","Hillary Clinton_105",4,0.0792159457753046,"Hillary Clinton",2016-08-16,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Philadelphia PA SD","The Grammar Lab","war life security officer putin nuclear weapon gun"
"615","Hillary Clinton_106",4,0.0308735936766707,"Hillary Clinton",2016-08-17,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Cleveland Ohio SD","The Grammar Lab","war life security officer putin nuclear weapon gun"
"616","Hillary Clinton_107",4,3.48798761186094e-05,"Hillary Clinton",2016-09-05,"Hillary Rodham Clinton Democratic Presidential Candidate And Sen Tim Kaine Vice Presidential Candidate Deliver Remarks","The Grammar Lab","war life security officer putin nuclear weapon gun"
"617","Hillary Clinton_108",4,0.0511271310241645,"Hillary Clinton",2016-09-05,"Former Secretary Of State Hillary Rodham Clinton Democratic Presidential Candidate Delivers Remarks At The 49th Annual Salute To Labor","The Grammar Lab","war life security officer putin nuclear weapon gun"
"618","Hillary Clinton_109",4,0.05681106272146,"Hillary Clinton",2016-09-06,"former Secretary of State Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event","The Grammar Lab","war life security officer putin nuclear weapon gun"
"619","Hillary Clinton_11",4,3.04173172692894e-05,"Hillary Clinton",2016-07-30,"Remarks contrasting 100 day jobs plan with Trump’s record of outsourcing in Johnstown, Pennsylvania","Clinton Official","war life security officer putin nuclear weapon gun"
"620","Hillary Clinton_110",4,0.155448835696202,"Hillary Clinton",2016-09-08,"former Secretary of State Hillary Rodham Clinton Democratic presidential candidate holds a news conference","The Grammar Lab","war life security officer putin nuclear weapon gun"
"621","Hillary Clinton_111",4,0.000120260459734283,"Hillary Clinton",2016-09-29,"Hillary Rodham Clinton Democratic Presidential Candidate holds a media availability","The Grammar Lab","war life security officer putin nuclear weapon gun"
"622","Hillary Clinton_112",4,0.70290654364186,"Hillary Clinton",2016-10-31,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Kent Ohio","The Grammar Lab","war life security officer putin nuclear weapon gun"
"623","Hillary Clinton_113",4,0.588777628572664,"Hillary Clinton",2016-10-31,"Hillary Clinton delivers remarks at a campaign event in Cincinnati Ohio","The Grammar Lab","war life security officer putin nuclear weapon gun"
"624","Hillary Clinton_114",4,5.71802120955353e-05,"Hillary Clinton",2016-11-01,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Dade City Florida","The Grammar Lab","war life security officer putin nuclear weapon gun"
"625","Hillary Clinton_115",4,0.0777639916999084,"Hillary Clinton",2016-11-01,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Fort Lauderdale Florida","The Grammar Lab","war life security officer putin nuclear weapon gun"
"626","Hillary Clinton_116",4,5.13468074889486e-05,"Hillary Clinton",2016-11-04,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Pittsburgh Pennsylvania SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"627","Hillary Clinton_117",4,5.41686840158753e-05,"Hillary Clinton",2016-11-04,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Detroit Michigan 24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"628","Hillary Clinton_118",4,0.000268194029608949,"Hillary Clinton",2016-11-05,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in South Florida SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"629","Hillary Clinton_119",4,0.0810225828386779,"Hillary Clinton",2016-11-06,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Manchester New Hampshire SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"630","Hillary Clinton_12",4,7.46933763807387e-05,"Hillary Clinton",2016-07-29,"Remarks on American manufacturing jobs in Hatfield, Pennsylvania","Clinton Official","war life security officer putin nuclear weapon gun"
"631","Hillary Clinton_120",4,7.71287373831961e-05,"Hillary Clinton",2016-11-06,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Cleveland Ohio SD24","The Grammar Lab","war life security officer putin nuclear weapon gun"
"632","Hillary Clinton_121",4,7.67533584439528e-05,"Hillary Clinton",2016-11-07,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Oakland Pennsylvania","The Grammar Lab","war life security officer putin nuclear weapon gun"
