"","document","topic","gamma","author","date","title","source","top_words"
"281","Donald Trump_175",3,0.00169145123590357,"Donald Trump",2016-11-05,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Reno Nevada 24","The Grammar Lab","health child safe together program community union black"
"282","Donald Trump_176",3,0.00195656899426459,"Donald Trump",2016-11-06,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Sioux City Iowa SD24","The Grammar Lab","health child safe together program community union black"
"283","Donald Trump_177",3,6.42006023692683e-05,"Donald Trump",2016-11-07,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Sarasota Florida","The Grammar Lab","health child safe together program community union black"
"284","Donald Trump_178",3,5.97166241187932e-05,"Donald Trump",2016-11-07,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Raleigh North Carolina SD24","The Grammar Lab","health child safe together program community union black"
"285","Donald Trump_179",3,9.11680926054463e-05,"Donald Trump",2016-11-07,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Scranton Pennsylvania","The Grammar Lab","health child safe together program community union black"
"286","Donald Trump_180",3,7.75529352655622e-05,"Donald Trump",2016-11-07,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Manchester New Hampshire 24","The Grammar Lab","health child safe together program community union black"
"287","Donald Trump_64",3,0.427880319257228,"Donald Trump",2016-09-03,"Remarks at Great Faith International Ministries in Detroit, Michigan","UCSB","health child safe together program community union black"
"288","Donald Trump_65",3,0.0605580753738849,"Donald Trump",2016-09-06,"Remarks at a Rally at the Greenville Convention Center in Greenville, North Carolina","UCSB","health child safe together program community union black"
"289","Donald Trump_66",3,0.00955460276274582,"Donald Trump",2016-09-09,"Remarks to the 11th Annual Values Voter Summit in Washington, DC Omni Shoreham Hotel, Washington, D.C.","UCSB","health child safe together program community union black"
"290","Donald Trump_67",3,0.000105220803785352,"Donald Trump",2016-09-09,"Remarks at a Rally at the Pensacola Bay Center in Pensacola, Florida","UCSB","health child safe together program community union black"
"291","Donald Trump_68",3,0.000149959128322259,"Donald Trump",2016-09-12,"Remarks at the US Cellular Center in Asheville, North Carolina","UCSB","health child safe together program community union black"
"292","Donald Trump_69",3,0.00318529176566397,"Donald Trump",2016-09-13,"Remarks at Seven Flags Event Center in Des Moines, Iowa","UCSB","health child safe together program community union black"
"293","Donald Trump_70",3,0.000154333825155608,"Donald Trump",2016-09-14,"Remarks at a Rally at Canton Memorial Civic Center in Canton, Ohio","UCSB","health child safe together program community union black"
"294","Donald Trump_71",3,0.00465005222556602,"Donald Trump",2016-09-15,"Remarks to the Economic Club of New York at the Waldorf Astoria in New York City","UCSB","health child safe together program community union black"
"295","Donald Trump_72",3,0.00015632905445152,"Donald Trump",2016-09-16,"Remarks at a Rally at the James L. Knight Center in Miami, Florida","UCSB","health child safe together program community union black"
"296","Donald Trump_73",3,0.000137309686070893,"Donald Trump",2016-09-20,"Remarks at High Point University in High Point, North Carolina","UCSB","health child safe together program community union black"
"297","Donald Trump_74",3,0.03171539913319,"Donald Trump",2016-09-22,"Remarks at a Rally at Sun Center Studios in Chester Township, Pennsylvania","UCSB","health child safe together program community union black"
"298","Donald Trump_75",3,0.000104829871198311,"Donald Trump",2016-09-22,"Remarks at the Shale Insight TM Conferencee at the David L. Lawrence Convention Center in Pittsburgh, Pennsylvania","UCSB","health child safe together program community union black"
"299","Donald Trump_76",3,0.000113093456060185,"Donald Trump",2016-09-30,"Remarks at the Suburban Collection Showplace in Novi, Michigan","UCSB","health child safe together program community union black"
"300","Donald Trump_77",3,0.00020774046985078,"Donald Trump",2016-10-03,"Remarks at the Budweiser Events Center in Loveland, Colorado","UCSB","health child safe together program community union black"
"301","Donald Trump_78",3,9.59204127636015e-05,"Donald Trump",2016-10-04,"Remarks at Prescott Valley Event Center in Prescott Valley, Arizona","UCSB","health child safe together program community union black"
"302","Donald Trump_79",3,0.000130533770485083,"Donald Trump",2016-10-05,"Remarks at the Reno-Sparks Convention Center in Reno, Nevada","UCSB","health child safe together program community union black"
"303","Donald Trump_80",3,0.00024361346127995,"Donald Trump",2016-10-11,"Excerpts of Remarks at Aaron Bessant Park in Panama City, Florida","UCSB","health child safe together program community union black"
"304","Donald Trump_81",3,4.43529994965328e-05,"Donald Trump",2016-10-12,"Remarks at the Southeastern Livestock Pavilion in Ocala, Florida","UCSB","health child safe together program community union black"
"305","Donald Trump_82",3,0.000151570264004853,"Donald Trump",2016-10-13,"Remarks at the Renaissance Hotel in Columbus, Ohio","UCSB","health child safe together program community union black"
"306","Donald Trump_83",3,0.0289212439322432,"Donald Trump",2016-10-15,"Remarks at the Cross Insurance Center in Bangor, Maine","UCSB","health child safe together program community union black"
"307","Donald Trump_84",3,0.000147348691762891,"Donald Trump",2016-10-15,"Remarks at Toyota of Portsmouth in Portsmouth, New Hampshire","UCSB","health child safe together program community union black"
"308","Donald Trump_85",3,0.000119647652702049,"Donald Trump",2016-10-17,"Remarks at the KI Convention Center in Green Bay, Wisconsin","UCSB","health child safe together program community union black"
"309","Donald Trump_86",3,0.000866704455406747,"Donald Trump",2016-10-18,"Remarks at the Norris-Penrose Event Center in Colorado Springs, Colorado","UCSB","health child safe together program community union black"
"310","Donald Trump_87",3,0.000131752838864217,"Donald Trump",2016-10-20,"Remarks at the Delaware County Fairgrounds in Delaware, Ohio","UCSB","health child safe together program community union black"
"311","Donald Trump_88",3,0.000151029385888158,"Donald Trump",2016-10-21,"Remarks at the WNC Agricultural Center's Davis Event Center in Fletcher, North Carolina","UCSB","health child safe together program community union black"
"312","Donald Trump_89",3,0.000144827583360626,"Donald Trump",2016-10-21,"Remarks at the Newtown Athletic Club Sports Training Center in Newtown, Pennsylvania","UCSB","health child safe together program community union black"
"313","Donald Trump_90",3,6.28655334338008e-05,"Donald Trump",2016-10-22,"Remarks on Proposals for the First 100 Days in Office at the Eisenhower Complex in Gettysburg, Pennsylvania","UCSB","health child safe together program community union black"
"314","Donald Trump_91",3,0.00013576801882178,"Donald Trump",2016-10-23,"Remarks at the Collier County Fairgrounds in Naples, Florida","UCSB","health child safe together program community union black"
"315","Donald Trump_92",3,0.00604983718632989,"Donald Trump",2016-10-26,"Remarks at McGlohon Theatre at Spirit Square in Charlotte, North Carolina","UCSB","health child safe together program community union black"
"316","Donald Trump_93",3,0.000314131730237915,"Donald Trump",2016-10-29,"Remarks at the Jeffco Fairgrounds Event Center in Golden, Colorado","UCSB","health child safe together program community union black"
"317","Donald Trump_94",3,0.000113854044807685,"Donald Trump",2016-10-29,"Remarks at the Phoenix Convention Center in Phoenix, Arizona","UCSB","health child safe together program community union black"
"318","Donald Trump_95",3,0.000109721732805579,"Donald Trump",2016-10-31,"Remarks at Macomb Community College South Campus in Warren, Michigan","UCSB","health child safe together program community union black"
"319","Donald Trump_96",3,0.0128234089839742,"Donald Trump",2016-11-01,"Remarks on Obamacare in Valley Forge, Pennsylvania","UCSB","health child safe together program community union black"
"320","Donald Trump_97",3,9.4739470598482e-05,"Donald Trump",2016-11-02,"Remarks at the Central Florida Fairgrounds in Orlando, Florida","UCSB","health child safe together program community union black"
"321","Donald Trump_98",3,6.50392069159013e-05,"Donald Trump",2016-11-02,"Remarks at the Bayfront Park Amphitheater in Miami, Florida","UCSB","health child safe together program community union black"
"322","Donald Trump_99",3,6.00982108390959e-05,"Donald Trump",2016-11-07,"Remarks at J.S Dorton Arena in Raleigh, North Carolina","UCSB","health child safe together program community union black"
"323","Hillary Clinton_1",3,8.74026052829761e-05,"Hillary Clinton",2016-11-03,"Remarks alongside Alicia Machado in Dade City, FL","Clinton Official","health child safe together program community union black"
"324","Hillary Clinton_107",3,0.298633691866575,"Hillary Clinton",2016-09-05,"Hillary Rodham Clinton Democratic Presidential Candidate And Sen Tim Kaine Vice Presidential Candidate Deliver Remarks","The Grammar Lab","health child safe together program community union black"
"325","Hillary Clinton_108",3,0.280967654323013,"Hillary Clinton",2016-09-05,"Former Secretary Of State Hillary Rodham Clinton Democratic Presidential Candidate Delivers Remarks At The 49th Annual Salute To Labor","The Grammar Lab","health child safe together program community union black"
"326","Hillary Clinton_109",3,0.0927692133244297,"Hillary Clinton",2016-09-06,"former Secretary of State Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event","The Grammar Lab","health child safe together program community union black"
"327","Hillary Clinton_110",3,0.00368012934438277,"Hillary Clinton",2016-09-08,"former Secretary of State Hillary Rodham Clinton Democratic presidential candidate holds a news conference","The Grammar Lab","health child safe together program community union black"
"328","Hillary Clinton_111",3,0.0612124442922822,"Hillary Clinton",2016-09-29,"Hillary Rodham Clinton Democratic Presidential Candidate holds a media availability","The Grammar Lab","health child safe together program community union black"
"329","Hillary Clinton_112",3,8.90578532262843e-05,"Hillary Clinton",2016-10-31,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Kent Ohio","The Grammar Lab","health child safe together program community union black"
"330","Hillary Clinton_113",3,0.000115880305879058,"Hillary Clinton",2016-10-31,"Hillary Clinton delivers remarks at a campaign event in Cincinnati Ohio","The Grammar Lab","health child safe together program community union black"
"331","Hillary Clinton_114",3,0.000102296096123235,"Hillary Clinton",2016-11-01,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Dade City Florida","The Grammar Lab","health child safe together program community union black"
"332","Hillary Clinton_115",3,0.000177655901150428,"Hillary Clinton",2016-11-01,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Fort Lauderdale Florida","The Grammar Lab","health child safe together program community union black"
"333","Hillary Clinton_116",3,0.160706544228156,"Hillary Clinton",2016-11-04,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Pittsburgh Pennsylvania SD24","The Grammar Lab","health child safe together program community union black"
"334","Hillary Clinton_117",3,0.538186828350785,"Hillary Clinton",2016-11-04,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Detroit Michigan 24","The Grammar Lab","health child safe together program community union black"
"335","Hillary Clinton_118",3,0.266829062781457,"Hillary Clinton",2016-11-05,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in South Florida SD24","The Grammar Lab","health child safe together program community union black"
"336","Hillary Clinton_119",3,0.000124578236503279,"Hillary Clinton",2016-11-06,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Manchester New Hampshire SD24","The Grammar Lab","health child safe together program community union black"
"337","Hillary Clinton_120",3,0.000137981170902216,"Hillary Clinton",2016-11-06,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Cleveland Ohio SD24","The Grammar Lab","health child safe together program community union black"
"338","Hillary Clinton_121",3,0.000137309686070893,"Hillary Clinton",2016-11-07,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Oakland Pennsylvania","The Grammar Lab","health child safe together program community union black"
"339","Hillary Clinton_122",3,0.00119525485496402,"Hillary Clinton",2016-11-07,"Hillary Clinton Democratic presidential candidate delivers remarks at a campaign event Grand Rapids Michigan","The Grammar Lab","health child safe together program community union black"
"340","Hillary Clinton_123",3,0.0389025478976528,"Hillary Clinton",2016-11-07,"Hillary Clinton Democratic Presidential Candidate delivers remarks at a campaign event in Philadelphia Pennsylvania SD24","The Grammar Lab","health child safe together program community union black"
"341","Hillary Clinton_2",3,0.000115406331925088,"Hillary Clinton",2016-11-01,"Remarks in Cincinnati on gun control and national security","Clinton Official","health child safe together program community union black"
"342","Hillary Clinton_27",3,0.216406173136767,"Hillary Clinton",2016-09-15,"Remarks at the University of North Carolina in Greensboro","UCSB","health child safe together program community union black"
"343","Hillary Clinton_28",3,0.209555714136577,"Hillary Clinton",2016-09-18,"Remarks to the Congressional Black Caucus in Washington, D.C.","UCSB","health child safe together program community union black"
"344","Hillary Clinton_29",3,0.0898401255096649,"Hillary Clinton",2016-09-27,"Remarks at Wake Technical Community College in Raleigh, North Carolina","UCSB","health child safe together program community union black"
"345","Hillary Clinton_30",3,0.0393343202912865,"Hillary Clinton",2016-09-28,"Remarks at the University of New Hampshire in Durham","UCSB","health child safe together program community union black"
"346","Hillary Clinton_31",3,0.0699191719026208,"Hillary Clinton",2016-09-29,"Remarks at Cowles Commons in Des Moines, Iowa","UCSB","health child safe together program community union black"
"347","Hillary Clinton_32",3,0.0400349286699246,"Hillary Clinton",2016-09-30,"Remarks at Coral Springs Gymnasium in Coral Springs, Florida","UCSB","health child safe together program community union black"
"348","Hillary Clinton_33",3,0.385644221947791,"Hillary Clinton",2016-10-02,"Remarks at Little Rock AME Zion Church in Charlotte, North Carolina","UCSB","health child safe together program community union black"
"349","Hillary Clinton_34",3,0.0450718334444628,"Hillary Clinton",2016-10-03,"Remarks at Martin Luther King, Jr., Plaza in Toledo, Ohio","UCSB","health child safe together program community union black"
"350","Hillary Clinton_35",3,0.0257054133020193,"Hillary Clinton",2016-10-10,"Remarks at Ohio State University in Columbus","UCSB","health child safe together program community union black"
"351","Hillary Clinton_36",3,0.0768858240816963,"Hillary Clinton",2016-10-11,"Remarks at the Kendall Campus of Miami Dade College in Miami, Florida","UCSB","health child safe together program community union black"
"352","Hillary Clinton_37",3,0.0399436237437443,"Hillary Clinton",2016-10-12,"Remarks at the Palace of Agriculture at the Colorado State Fairgrounds in Pueblo","UCSB","health child safe together program community union black"
"353","Hillary Clinton_38",3,0.10744258223517,"Hillary Clinton",2016-10-20,"Remarks at the 71st Annual Alfred E. Smith Memorial Foundation Dinner at the Waldorf Astoria Hotel in New York City","UCSB","health child safe together program community union black"
"354","Hillary Clinton_39",3,0.0710485260225867,"Hillary Clinton",2016-10-21,"Remarks at Cuyahoga Community College in Cleveland, Ohio","UCSB","health child safe together program community union black"
"355","Hillary Clinton_40",3,0.000342059068650803,"Hillary Clinton",2016-10-22,"Remarks to the Press Aboard the Campaign Plane in Pittsburgh, Pennsylvania","UCSB","health child safe together program community union black"
"356","Hillary Clinton_41",3,0.0393070691599791,"Hillary Clinton",2016-10-22,"Remarks at Taylor Allderdice High School in Pittsburgh, Pennsylvania","UCSB","health child safe together program community union black"
"357","Hillary Clinton_42",3,0.00485423682004881,"Hillary Clinton",2016-10-25,"Remarks at Broward College's North Campus in Coconut Creek, Florida","UCSB","health child safe together program community union black"
"358","Hillary Clinton_43",3,0.105234900014993,"Hillary Clinton",2016-10-27,"Remarks at Wake Forest University in Winston-Salem, North Carolina","UCSB","health child safe together program community union black"
"359","Hillary Clinton_44",3,0.0107360730324836,"Hillary Clinton",2016-10-29,"Remarks at the Dickerson Community Center in Daytona Beach, Florida","UCSB","health child safe together program community union black"
"360","Hillary Clinton_45",3,0.0909646827887709,"Hillary Clinton",2016-10-30,"Remarks at the Manor Complex in Wilton Manors, Florida","UCSB","health child safe together program community union black"
"361","Hillary Clinton_46",3,0.000116358189111721,"Hillary Clinton",2016-10-31,"Remarks at Smale Riverfront Park in Cincinnati, Ohio","UCSB","health child safe together program community union black"
"362","Hillary Clinton_47",3,8.97186178570823e-05,"Hillary Clinton",2016-10-31,"Remarks at the Kent State Student Recreation Center in Kent, Ohio","UCSB","health child safe together program community union black"
"363","Hillary Clinton_48",3,0.000104313124217416,"Hillary Clinton",2016-11-03,"Remarks at Pasco-Hernando State College East Campus in Dade City, Florida","UCSB","health child safe together program community union black"
"364","Hillary Clinton_49",3,0.470872902246895,"Hillary Clinton",2016-11-03,"Remarks at Coastal Credit Union Music Park in Raleigh, North Carolina","UCSB","health child safe together program community union black"
"365","Hillary Clinton_50",3,0.437563572995563,"Hillary Clinton",2016-11-03,"Remarks at Pitt Community College in Winterville, North Carolina","UCSB","health child safe together program community union black"
"366","Hillary Clinton_51",3,0.522705059673808,"Hillary Clinton",2016-11-04,"Remarks at Eastern Market in Detroit, Michigan","UCSB","health child safe together program community union black"
"367","Hillary Clinton_52",3,0.00564045675406711,"Hillary Clinton",2016-11-07,"Remarks at Grand Valley State University in Grand Rapids, Michigan","UCSB","health child safe together program community union black"
"368","Hillary Clinton_53",3,0.0852896045607969,"Hillary Clinton",2016-11-07,"Remarks at North Carolina State University in Raleigh","UCSB","health child safe together program community union black"
"369","Hillary Clinton_54",3,0.000130937612264704,"Hillary Clinton",2016-11-07,"Remarks at the University of Pittsburgh","UCSB","health child safe together program community union black"
"370","Donald Trump_141",4,0.412738149637198,"Donald Trump",2016-09-06,"Donald Trump Republican presidential candidate delivers remarks at a campaign event","The Grammar Lab","general problem government military power isis force attack security"
"371","Donald Trump_142",4,0.100244153720359,"Donald Trump",2016-09-06,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Greenville North Carolina 24","The Grammar Lab","general problem government military power isis force attack security"
"372","Donald Trump_143",4,0.0315174547501282,"Donald Trump",2016-09-07,"Donald Trump Republican presidential candidate delivers remarks at the New York state Conservative Party presidential convention","The Grammar Lab","general problem government military power isis force attack security"
"373","Donald Trump_144",4,0.000310303003059137,"Donald Trump",2016-09-09,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Pensacola Florida SD24","The Grammar Lab","general problem government military power isis force attack security"
"374","Donald Trump_145",4,0.070047889754961,"Donald Trump",2016-09-12,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Asheville North Carolina SD24","The Grammar Lab","general problem government military power isis force attack security"
"375","Donald Trump_146",4,0.0272679522636579,"Donald Trump",2016-09-16,"Donald Trump GOP Presidential Candidate Remarks at Campaign Event in Miami Florida","The Grammar Lab","general problem government military power isis force attack security"
"376","Donald Trump_147",4,9.58587268913056e-05,"Donald Trump",2016-09-29,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Bedford New Hampshire","The Grammar Lab","general problem government military power isis force attack security"
"377","Donald Trump_148",4,6.64336581640833e-05,"Donald Trump",2016-09-30,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Novi Michigan SD24","The Grammar Lab","general problem government military power isis force attack security"
"378","Donald Trump_149",4,0.685228794117289,"Donald Trump",2016-10-03,"Donald Trump Republican Presidential Candidate delivers remarks at Retired American Warriors PAC","The Grammar Lab","general problem government military power isis force attack security"
"379","Donald Trump_150",4,0.00824506603151519,"Donald Trump",2016-10-05,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Henderson Nevada SD24","The Grammar Lab","general problem government military power isis force attack security"
"380","Donald Trump_151",4,0.120884267028121,"Donald Trump",2016-10-06,"Donald Trump Republican presidential candidate holds a townhall meeting Sandown New Hampshire","The Grammar Lab","general problem government military power isis force attack security"
"381","Donald Trump_152",4,6.20145488661965e-05,"Donald Trump",2016-10-10,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Ambridge Pennsylvania SD24","The Grammar Lab","general problem government military power isis force attack security"
"382","Donald Trump_153",4,6.71235387420122e-05,"Donald Trump",2016-10-10,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in WilkesBarre Pennsylvania 24","The Grammar Lab","general problem government military power isis force attack security"
"383","Donald Trump_154",4,5.50749612586485e-05,"Donald Trump",2016-10-11,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Panama City Florida 24","The Grammar Lab","general problem government military power isis force attack security"
"384","Donald Trump_155",4,6.11926249561467e-05,"Donald Trump",2016-10-12,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Lakeland Florida SD24","The Grammar Lab","general problem government military power isis force attack security"
"385","Donald Trump_156",4,0.00775225194641282,"Donald Trump",2016-10-14,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Greensboro North Carolina SD24","The Grammar Lab","general problem government military power isis force attack security"
"386","Donald Trump_157",4,0.0514905854732556,"Donald Trump",2016-10-14,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Charlotte North Carolina 24","The Grammar Lab","general problem government military power isis force attack security"
"387","Donald Trump_158",4,0.00243574894997284,"Donald Trump",2016-10-17,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Green Bay Wisconsin SD24","The Grammar Lab","general problem government military power isis force attack security"
"388","Donald Trump_159",4,7.10590760638471e-05,"Donald Trump",2016-10-18,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Grand Junction Colorado SD24","The Grammar Lab","general problem government military power isis force attack security"
"389","Donald Trump_160",4,0.0532827906589527,"Donald Trump",2016-10-21,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Newtown Pennsylvania 24","The Grammar Lab","general problem government military power isis force attack security"
"390","Donald Trump_161",4,7.79111158217835e-05,"Donald Trump",2016-10-21,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Fletcher North Carolina SD24","The Grammar Lab","general problem government military power isis force attack security"
"391","Donald Trump_162",4,0.000101689916861566,"Donald Trump",2016-10-21,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Johnstown Pennsylvania SD24","The Grammar Lab","general problem government military power isis force attack security"
"392","Donald Trump_163",4,0.00349905157177414,"Donald Trump",2016-10-31,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Grand Rapids Michigan","The Grammar Lab","general problem government military power isis force attack security"
"393","Donald Trump_164",4,8.02320865290233e-05,"Donald Trump",2016-11-01,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Eau Claire Wisconsin","The Grammar Lab","general problem government military power isis force attack security"
"394","Donald Trump_165",4,0.0220106769038509,"Donald Trump",2016-11-01,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Valley Forge Pennsylvania","The Grammar Lab","general problem government military power isis force attack security"
"395","Donald Trump_166",4,7.33713218841437e-05,"Donald Trump",2016-11-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Miami Florida SD24","The Grammar Lab","general problem government military power isis force attack security"
"396","Donald Trump_167",4,0.0378647449745838,"Donald Trump",2016-11-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Pensacola Florida 24","The Grammar Lab","general problem government military power isis force attack security"
"397","Donald Trump_168",4,0.000106492617270089,"Donald Trump",2016-11-02,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Orlando Florida SD24","The Grammar Lab","general problem government military power isis force attack security"
"398","Donald Trump_169",4,0.00555934078710537,"Donald Trump",2016-11-03,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Jacksonville Florida SD24","The Grammar Lab","general problem government military power isis force attack security"
"399","Donald Trump_170",4,7.22774193595007e-05,"Donald Trump",2016-11-03,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Concord North Carolina SD24","The Grammar Lab","general problem government military power isis force attack security"
"400","Donald Trump_171",4,7.35940878856149e-05,"Donald Trump",2016-11-04,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Atkinson New Hampshire SD24","The Grammar Lab","general problem government military power isis force attack security"
"401","Donald Trump_172",4,0.00998654755533177,"Donald Trump",2016-11-04,"Donald Trump Republican Presidential Candidate deliver remarks at a campaign event in Hershey Pennsylvania 24","The Grammar Lab","general problem government military power isis force attack security"
"402","Donald Trump_173",4,0.052323945475491,"Donald Trump",2016-11-04,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Wilmington Ohio SD24","The Grammar Lab","general problem government military power isis force attack security"
"403","Donald Trump_174",4,6.21337724613465e-05,"Donald Trump",2016-11-05,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Tampa Florida SD24","The Grammar Lab","general problem government military power isis force attack security"
"404","Donald Trump_175",4,7.8669707110505e-05,"Donald Trump",2016-11-05,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Reno Nevada 24","The Grammar Lab","general problem government military power isis force attack security"
"405","Donald Trump_176",4,0.00102956216528568,"Donald Trump",2016-11-06,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Sioux City Iowa SD24","The Grammar Lab","general problem government military power isis force attack security"
"406","Donald Trump_177",4,0.0122089086846198,"Donald Trump",2016-11-07,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Sarasota Florida","The Grammar Lab","general problem government military power isis force attack security"
"407","Donald Trump_178",4,6.84021184524256e-05,"Donald Trump",2016-11-07,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Raleigh North Carolina SD24","The Grammar Lab","general problem government military power isis force attack security"
"408","Donald Trump_179",4,0.00979789937045819,"Donald Trump",2016-11-07,"Donald Trump Republican presidential candidate delivers remarks at a campaign event Scranton Pennsylvania","The Grammar Lab","general problem government military power isis force attack security"
"409","Donald Trump_180",4,8.88326348424445e-05,"Donald Trump",2016-11-07,"Donald Trump Republican Presidential Candidate delivers remarks at a campaign event in Manchester New Hampshire 24","The Grammar Lab","general problem government military power isis force attack security"
"410","Donald Trump_64",4,0.00296908293430737,"Donald Trump",2016-09-03,"Remarks at Great Faith International Ministries in Detroit, Michigan","UCSB","general problem government military power isis force attack security"
"411","Donald Trump_65",4,0.119608919642016,"Donald Trump",2016-09-06,"Remarks at a Rally at the Greenville Convention Center in Greenville, North Carolina","UCSB","general problem government military power isis force attack security"
"412","Donald Trump_66",4,0.242502129892119,"Donald Trump",2016-09-09,"Remarks to the 11th Annual Values Voter Summit in Washington, DC Omni Shoreham Hotel, Washington, D.C.","UCSB","general problem government military power isis force attack security"
"413","Donald Trump_67",4,0.143073568470035,"Donald Trump",2016-09-09,"Remarks at a Rally at the Pensacola Bay Center in Pensacola, Florida","UCSB","general problem government military power isis force attack security"
"414","Donald Trump_68",4,0.101153246009678,"Donald Trump",2016-09-12,"Remarks at the US Cellular Center in Asheville, North Carolina","UCSB","general problem government military power isis force attack security"
"415","Donald Trump_69",4,0.0154279220593037,"Donald Trump",2016-09-13,"Remarks at Seven Flags Event Center in Des Moines, Iowa","UCSB","general problem government military power isis force attack security"
"416","Donald Trump_70",4,0.00382335523923142,"Donald Trump",2016-09-14,"Remarks at a Rally at Canton Memorial Civic Center in Canton, Ohio","UCSB","general problem government military power isis force attack security"
"417","Donald Trump_71",4,0.0476441380005107,"Donald Trump",2016-09-15,"Remarks to the Economic Club of New York at the Waldorf Astoria in New York City","UCSB","general problem government military power isis force attack security"
"418","Donald Trump_72",4,0.000179066359794161,"Donald Trump",2016-09-16,"Remarks at a Rally at the James L. Knight Center in Miami, Florida","UCSB","general problem government military power isis force attack security"
"419","Donald Trump_73",4,0.160751652315977,"Donald Trump",2016-09-20,"Remarks at High Point University in High Point, North Carolina","UCSB","general problem government military power isis force attack security"
"420","Donald Trump_74",4,0.0365938266948119,"Donald Trump",2016-09-22,"Remarks at a Rally at Sun Center Studios in Chester Township, Pennsylvania","UCSB","general problem government military power isis force attack security"
"421","Donald Trump_75",4,0.0521350398963064,"Donald Trump",2016-09-22,"Remarks at the Shale Insight TM Conferencee at the David L. Lawrence Convention Center in Pittsburgh, Pennsylvania","UCSB","general problem government military power isis force attack security"
"422","Donald Trump_76",4,0.000129542352599072,"Donald Trump",2016-09-30,"Remarks at the Suburban Collection Showplace in Novi, Michigan","UCSB","general problem government military power isis force attack security"
"423","Donald Trump_77",4,0.962295673471009,"Donald Trump",2016-10-03,"Remarks at the Budweiser Events Center in Loveland, Colorado","UCSB","general problem government military power isis force attack security"
"424","Donald Trump_78",4,0.000109871573162097,"Donald Trump",2016-10-04,"Remarks at Prescott Valley Event Center in Prescott Valley, Arizona","UCSB","general problem government military power isis force attack security"
"425","Donald Trump_79",4,0.00323374979384835,"Donald Trump",2016-10-05,"Remarks at the Reno-Sparks Convention Center in Reno, Nevada","UCSB","general problem government military power isis force attack security"
"426","Donald Trump_80",4,0.00027904586170055,"Donald Trump",2016-10-11,"Excerpts of Remarks at Aaron Bessant Park in Panama City, Florida","UCSB","general problem government military power isis force attack security"
"427","Donald Trump_81",4,0.0241540080557834,"Donald Trump",2016-10-12,"Remarks at the Southeastern Livestock Pavilion in Ocala, Florida","UCSB","general problem government military power isis force attack security"
"428","Donald Trump_82",4,0.091496187484865,"Donald Trump",2016-10-13,"Remarks at the Renaissance Hotel in Columbus, Ohio","UCSB","general problem government military power isis force attack security"
